customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,charges_daily
7931-pxhfc,Sí,male,0,0,0,38,1,0,dsl,0,0,1,1,0,1,one year,1,mailed check,62.3,2354.8,2.08
7932-wptds,Sí,female,1,1,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,24.8,24.8,0.83
7938-ouhio,Sí,male,0,0,0,3,1,0,fiber optic,0,0,1,1,1,1,month-to-month,1,electronic check,98.7,293.65,3.29
7940-uqqug,No,female,0,1,1,64,1,1,fiber optic,1,0,0,1,1,1,one year,1,bank transfer automatic,104.4,6721.6,3.48
7941-rcjow,No,male,0,0,0,65,1,0,no,0,0,0,0,0,0,two year,1,credit card automatic,19.55,1218.65,0.65
7943-rqchr,Sí,female,0,0,0,9,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,94.75,889.9,3.16
7945-hlkea,No,female,0,0,0,60,1,1,dsl,1,0,1,1,0,0,one year,0,electronic check,64.75,4039.5,2.16
7945-prbvf,No,male,0,0,0,35,1,0,no,0,0,0,0,0,0,two year,0,bank transfer automatic,21.45,705.45,0.72
7950-xwovn,No,male,0,0,0,11,0,0,dsl,0,1,1,0,0,0,month-to-month,0,mailed check,34.7,383.55,1.16
7951-qkzpl,Sí,female,0,1,1,33,1,1,no,0,0,0,0,0,0,two year,1,mailed check,24.5,740.3,0.82
7951-vrdvk,No,female,0,0,0,36,1,0,dsl,1,1,1,1,1,1,one year,0,bank transfer automatic,85.85,3003.55,2.86
7952-oboyl,No,male,0,0,0,3,1,0,fiber optic,0,0,1,1,1,0,month-to-month,1,mailed check,89.85,244.45,2.99
7954-mlbun,No,male,0,0,0,31,1,0,fiber optic,0,0,1,1,1,1,two year,0,bank transfer automatic,99.45,3109.9,3.32
7956-xqwgu,No,male,0,0,0,27,1,0,no,0,0,0,0,0,0,month-to-month,1,credit card automatic,19.4,460.25,0.65
7957-ryhqd,Sí,female,1,0,0,40,1,0,fiber optic,1,1,0,0,0,0,month-to-month,1,credit card automatic,79.2,3233.85,2.64
7963-gqrmy,Sí,female,0,1,1,3,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,44.3,134.5,1.48
7963-shndt,No,female,0,0,0,52,0,0,dsl,1,1,0,1,0,0,two year,0,mailed check,39.1,1982.1,1.3
7964-vexdg,No,male,0,0,1,21,1,1,fiber optic,1,0,0,0,0,0,month-to-month,0,electronic check,80.35,1747.2,2.68
7964-yesjc,No,female,0,1,0,24,1,1,dsl,1,1,1,0,0,0,month-to-month,0,mailed check,66.3,1559.45,2.21
7964-zrkkg,No,male,0,1,0,67,1,1,fiber optic,0,1,0,0,1,0,one year,1,bank transfer automatic,88.4,5798.3,2.95
7966-yotqw,No,male,0,0,0,10,1,1,dsl,1,0,0,0,0,0,month-to-month,1,credit card automatic,54.5,568.2,1.82
7967-hycde,No,male,0,0,0,8,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,70.7,553.4,2.36
7968-bcbqb,No,female,0,0,0,3,1,1,fiber optic,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,74.4,215.8,2.48
7968-quxns,No,male,0,0,0,6,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,18.95,110.15,0.63
7969-aulmz,Sí,female,0,0,0,21,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,97.35,2119.5,3.24
7969-ffowg,No,male,0,1,1,65,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.9,1292.6,0.66
7971-hlvxi,No,male,0,1,1,72,1,1,fiber optic,0,0,0,0,0,1,two year,1,credit card automatic,84.5,6130.85,2.82
7973-dzrkh,No,female,0,0,1,66,1,1,fiber optic,1,0,1,1,0,0,two year,1,credit card automatic,90.95,5930.05,3.03
7975-jmznt,No,male,0,1,0,66,1,1,dsl,1,1,1,1,1,1,two year,0,bank transfer automatic,91.7,6075.9,3.06
7975-tzmlr,No,male,0,0,0,47,1,1,fiber optic,0,1,1,0,1,1,one year,1,electronic check,103.1,4889.3,3.44
7976-cicys,No,male,0,0,0,4,1,0,no,0,0,0,0,0,0,month-to-month,1,credit card automatic,20.7,83.75,0.69
7977-hxjku,No,male,0,0,1,21,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.6,397.0,0.65
7978-dkuqh,No,female,0,1,0,25,1,0,fiber optic,0,0,1,0,0,0,month-to-month,1,electronic check,74.6,1797.75,2.49
7979-corpm,Sí,male,0,0,0,24,1,1,fiber optic,0,1,0,0,1,0,month-to-month,1,credit card automatic,90.55,2282.55,3.02
7979-yhufg,No,male,0,0,0,8,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,70.1,551.35,2.34
7980-mhflq,No,female,0,1,1,72,1,1,no,0,0,0,0,0,0,two year,0,mailed check,24.9,1859.2,0.83
7982-vcelr,No,female,0,0,0,36,1,0,fiber optic,0,1,0,0,1,1,month-to-month,1,credit card automatic,94.8,3565.65,3.16
7989-awgeh,No,male,0,1,1,49,0,0,dsl,1,0,0,0,0,1,month-to-month,1,electronic check,39.2,1838.15,1.31
7989-chgtl,Sí,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,19.6,19.6,0.65
7989-vcqoh,No,male,0,1,1,18,1,0,dsl,1,0,1,1,1,1,month-to-month,0,electronic check,83.25,1611.15,2.78
7993-nqlje,No,male,0,1,1,15,1,0,fiber optic,1,0,0,0,0,0,month-to-month,0,mailed check,75.1,1151.55,2.5
7993-pykof,Sí,male,0,1,0,8,1,0,fiber optic,1,0,0,0,0,0,month-to-month,0,electronic check,75.0,632.95,2.5
7994-uyivz,No,male,0,1,0,8,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,bank transfer automatic,85.65,659.45,2.86
7994-xirtr,No,male,1,0,0,54,1,0,dsl,0,0,1,1,0,1,one year,0,bank transfer automatic,65.25,3529.95,2.17
7995-zhhnz,No,male,0,1,0,42,1,1,dsl,1,0,0,0,0,0,one year,0,credit card automatic,56.1,2386.85,1.87
7996-bpxhy,No,female,0,1,1,13,1,1,no,0,0,0,0,0,0,two year,1,bank transfer automatic,25.0,332.5,0.83
7996-mhxlw,No,female,0,0,0,66,1,1,no,0,0,0,0,0,0,two year,1,credit card automatic,25.15,1683.6,0.84
7997-eassd,No,female,0,1,0,63,1,1,fiber optic,0,0,0,1,0,0,one year,1,credit card automatic,81.2,4965.1,2.71
7998-wnzem,No,male,0,0,0,71,1,1,dsl,1,1,1,1,0,1,two year,0,bank transfer automatic,80.6,5708.2,2.69
7998-zlxwn,No,female,0,1,0,15,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card automatic,20.45,330.8,0.68
8000-reiqb,Sí,female,1,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.95,69.95,2.33
8003-ewndz,No,female,0,0,0,10,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,21.2,222.65,0.71
8006-pycsw,No,female,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.1,39.8,0.67
8007-yypwd,No,female,0,0,0,15,1,1,no,0,0,0,0,0,0,two year,0,bank transfer automatic,25.05,369.1,0.84
8008-esflk,No,female,0,1,0,53,1,0,fiber optic,1,1,1,1,1,1,one year,0,electronic check,110.5,5835.5,3.68
8008-hawed,Sí,male,0,0,0,14,0,0,dsl,0,0,1,0,1,1,month-to-month,1,electronic check,50.75,712.75,1.69
8008-otezx,No,female,0,1,1,35,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.65,708.8,0.65
8010-ezlou,Sí,male,1,0,0,15,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,80.2,1217.25,2.67
8012-soudq,No,female,1,0,0,43,1,1,fiber optic,0,1,0,0,1,0,month-to-month,1,electronic check,90.25,3838.75,3.01
8015-ihcgw,No,female,0,1,1,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,electronic check,115.5,8425.15,3.85
8016-ncfvo,No,male,1,0,0,55,1,1,fiber optic,1,1,1,1,1,1,month-to-month,1,electronic check,116.5,6382.55,3.88
8016-zmgmo,No,female,1,1,0,66,1,1,dsl,0,1,1,0,1,0,one year,1,bank transfer automatic,70.85,4738.85,2.36
8017-lxhfa,Sí,female,1,0,0,23,1,0,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,94.75,2293.6,3.16
8017-uvszu,No,female,0,1,0,40,1,1,dsl,0,1,0,0,0,0,month-to-month,0,credit card automatic,56.6,2379.1,1.89
8019-enhxu,Sí,male,0,1,0,42,1,1,fiber optic,0,1,1,1,0,1,month-to-month,1,electronic check,99.45,4138.05,3.32
8020-bwhyl,Sí,female,1,0,0,15,1,0,fiber optic,0,1,0,0,0,0,month-to-month,1,credit card automatic,75.3,1147.45,2.51
8022-becsi,No,male,0,0,0,22,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.6,422.5,0.65
8023-qhaio,No,female,1,1,0,56,1,1,fiber optic,0,0,0,1,0,0,month-to-month,1,bank transfer automatic,76.85,4275.75,2.56
8024-xnafq,No,female,1,0,0,72,1,1,fiber optic,1,1,1,1,0,1,two year,1,bank transfer automatic,107.4,7748.75,3.58
8028-pnxhq,No,male,0,1,1,62,1,1,no,0,0,0,0,0,0,two year,1,bank transfer automatic,24.25,1424.6,0.81
8029-gahzz,No,female,1,1,0,71,1,0,fiber optic,1,1,1,1,1,1,two year,1,bank transfer automatic,109.7,7904.25,3.66
8029-xypwt,No,male,1,1,0,71,1,1,fiber optic,1,1,1,1,1,1,two year,1,bank transfer automatic,115.05,8016.6,3.84
8033-atfas,No,female,0,1,1,39,1,0,dsl,0,0,1,0,1,0,month-to-month,1,mailed check,59.85,2341.5,2.0
8033-vczgh,No,male,0,1,0,50,1,1,fiber optic,1,0,1,0,1,1,one year,1,electronic check,103.95,5231.3,3.47
8034-rytvv,No,female,0,0,0,55,1,1,fiber optic,1,0,1,0,0,0,one year,1,credit card automatic,84.25,4589.85,2.81
8035-buyvg,Sí,male,0,1,0,40,0,0,dsl,1,1,1,0,0,0,one year,1,electronic check,42.35,1716.45,1.41
8035-pwsev,No,female,0,0,0,6,1,0,fiber optic,0,0,1,1,0,1,month-to-month,1,electronic check,89.25,487.05,2.98
8039-aclpl,No,female,0,1,1,72,1,0,dsl,1,1,1,0,0,1,two year,0,credit card automatic,68.75,4888.2,2.29
8039-eqpim,No,male,0,1,0,69,0,0,dsl,1,0,1,1,1,1,two year,0,bank transfer automatic,60.25,4055.5,2.01
8040-mnrtf,No,female,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,mailed check,71.1,71.1,2.37
8041-tmeid,No,male,1,1,0,63,1,1,fiber optic,1,1,1,0,1,1,two year,0,credit card automatic,108.5,6991.9,3.62
8042-jvnfh,Sí,male,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,71.35,71.35,2.38
8042-rnlko,No,male,0,0,0,66,1,1,no,0,0,0,0,0,0,one year,0,bank transfer automatic,25.45,1699.15,0.85
8043-pnysd,No,male,0,1,1,63,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.55,1245.6,0.65
8044-bgwpi,No,male,0,1,1,12,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,21.15,306.05,0.7
8046-dnvtl,No,male,0,1,0,62,0,0,dsl,1,1,0,1,0,0,two year,1,credit card automatic,38.6,2345.55,1.29
8048-dsdfq,No,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.2,20.2,0.67
8049-wjclq,No,male,0,1,1,10,1,0,dsl,0,0,1,0,1,0,month-to-month,0,mailed check,60.2,563.5,2.01
8050-dvojx,No,male,1,0,0,49,1,1,dsl,1,1,1,1,0,1,two year,0,credit card automatic,81.35,4060.9,2.71
8050-wybnd,No,female,0,0,1,22,0,0,dsl,0,0,1,0,1,1,one year,1,credit card automatic,49.45,1031.4,1.65
8050-xgrvl,No,female,0,1,1,62,1,0,dsl,1,0,1,0,0,0,one year,0,credit card automatic,54.75,3425.35,1.82
8051-hjrlt,Sí,female,1,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,70.55,70.55,2.35
8053-wwdro,Sí,female,0,1,0,6,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,19.5,146.3,0.65
8058-dmyru,No,male,1,0,0,54,1,1,fiber optic,0,1,0,0,0,1,month-to-month,1,electronic check,90.05,4931.8,3.0
8058-intph,Sí,female,0,0,0,1,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,79.65,79.65,2.66
8058-jmeqo,Sí,female,1,0,0,9,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,84.45,762.5,2.82
8059-udzfy,No,female,1,0,1,33,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,bank transfer automatic,105.35,3465.05,3.51
8060-hiwjj,No,male,0,0,0,64,1,1,dsl,0,1,1,1,1,1,two year,0,credit card automatic,86.55,5632.55,2.88
8062-ybdoe,Sí,male,1,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.65,69.65,2.32
8063-gbatb,Sí,female,1,0,0,27,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,85.25,2287.25,2.84
8063-rjynf,Sí,male,0,0,0,16,1,0,fiber optic,1,0,0,0,1,1,month-to-month,1,electronic check,94.25,1483.25,3.14
8064-ravoh,No,male,0,0,1,1,1,0,dsl,0,0,1,0,0,0,month-to-month,1,electronic check,49.85,49.85,1.66
8065-bvepf,No,male,1,0,0,65,1,0,fiber optic,0,1,1,0,1,1,month-to-month,1,bank transfer automatic,99.1,6496.15,3.3
8065-qbyto,No,female,1,0,0,71,1,1,fiber optic,1,1,0,1,1,0,one year,1,credit card automatic,99.65,7181.25,3.32
8065-ykxkd,Sí,female,0,0,0,10,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.75,799.65,2.49
8066-poxgx,Sí,female,0,0,0,13,0,0,dsl,0,0,0,0,0,1,month-to-month,1,electronic check,35.1,446.1,1.17
8067-nioym,No,female,0,1,1,24,1,0,no,0,0,0,0,0,0,two year,1,credit card automatic,21.1,490.65,0.7
8069-rhuxk,No,female,0,1,1,67,0,0,dsl,1,0,0,1,0,0,two year,0,credit card automatic,35.7,2545.7,1.19
8069-yqqaj,No,male,0,0,0,14,0,0,dsl,0,1,0,0,0,0,month-to-month,1,mailed check,31.1,419.7,1.04
8070-aawzp,No,male,1,1,0,24,0,0,dsl,0,0,1,1,0,0,month-to-month,0,mailed check,34.25,828.2,1.14
8071-sbtrn,No,female,0,0,0,70,1,1,fiber optic,1,1,1,0,1,1,two year,1,mailed check,111.15,7737.55,3.7
8073-ijdcm,Sí,female,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,20.3,20.3,0.68
8075-gxiub,No,male,1,1,0,9,1,0,no,0,0,0,0,0,0,one year,0,credit card automatic,19.85,183.15,0.66
8076-fezkj,No,male,0,0,0,10,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.5,225.85,0.65
8079-xrjrs,Sí,male,0,1,0,65,1,1,fiber optic,1,1,1,0,0,0,one year,0,electronic check,89.75,5769.6,2.99
8080-ddemj,Sí,male,1,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,45.1,45.1,1.5
8080-potjr,No,female,0,0,0,30,1,1,dsl,1,0,1,0,1,1,one year,1,credit card automatic,79.3,2427.1,2.64
8082-ghxop,No,male,0,0,1,13,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,44.0,659.35,1.47
8083-ytzes,Sí,male,0,0,0,4,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.35,265.35,2.48
8084-oivbs,No,female,0,0,0,11,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.0,211.95,0.67
8085-msnlk,No,female,0,1,0,62,1,1,fiber optic,1,1,1,1,1,1,two year,0,mailed check,113.95,6891.4,3.8
8086-ovpwv,Sí,male,0,0,0,2,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,80.2,181.1,2.67
8087-lgyhq,No,male,0,0,0,9,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,94.05,811.65,3.14
8089-uzwlx,No,female,1,0,0,71,1,1,fiber optic,0,0,1,0,1,1,two year,0,bank transfer automatic,104.05,7413.55,3.47
8091-ttvax,No,male,0,1,0,58,1,1,fiber optic,0,0,1,0,1,1,one year,0,credit card automatic,100.35,5681.1,3.34
8092-nltgf,No,male,0,0,0,72,1,1,no,0,0,0,0,0,0,two year,0,bank transfer automatic,24.75,1777.6,0.82
8095-wanwk,No,female,0,0,0,10,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,45.25,428.7,1.51
8096-loist,No,female,0,0,0,19,1,0,dsl,0,0,0,0,0,1,month-to-month,1,electronic check,56.2,1093.4,1.87
8097-omulg,No,male,0,1,1,59,1,0,dsl,0,1,1,1,1,1,one year,0,credit card automatic,76.75,4541.9,2.56
8097-vbqtz,No,male,0,0,0,54,1,0,dsl,1,1,0,1,1,0,month-to-month,1,mailed check,69.9,3883.3,2.33
8098-llazx,Sí,female,1,0,0,4,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.45,396.1,3.18
8098-tdcbu,No,female,0,1,0,42,1,1,no,0,0,0,0,0,0,two year,0,electronic check,25.25,1108.2,0.84
8099-mzpuj,No,male,0,1,1,48,1,1,fiber optic,1,1,1,1,1,1,two year,0,credit card automatic,111.8,5443.65,3.73
8100-hzzlj,No,female,0,0,1,43,1,0,dsl,1,1,0,0,0,1,month-to-month,1,electronic check,63.95,2737.05,2.13
8100-pnjmh,No,male,0,1,1,68,1,1,dsl,1,1,1,1,1,1,two year,1,credit card automatic,88.85,6132.7,2.96
8104-oskwt,No,female,0,0,0,12,1,1,fiber optic,1,0,0,0,0,0,month-to-month,1,electronic check,79.8,1001.2,2.66
8106-gwqok,No,male,0,1,0,38,0,0,dsl,1,1,0,1,1,1,two year,1,bank transfer automatic,60.0,2193.2,2.0
8107-kncim,No,male,1,1,0,14,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,75.1,1013.35,2.5
8107-rzlnv,No,male,0,1,0,72,1,1,fiber optic,0,1,1,0,1,1,two year,1,bank transfer automatic,106.3,7565.35,3.54
8108-uxrqn,No,female,0,1,1,11,0,0,dsl,1,0,0,0,1,1,month-to-month,0,electronic check,50.55,565.35,1.68
8109-yuohe,No,male,0,0,0,17,1,0,dsl,1,1,0,0,0,0,one year,0,mailed check,56.1,946.95,1.87
8111-bkvds,No,female,0,0,0,10,0,0,dsl,1,1,1,0,0,0,month-to-month,0,bank transfer automatic,40.7,449.3,1.36
8111-rkspx,Sí,male,0,0,0,4,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,72.2,305.55,2.41
8111-sllhi,Sí,male,1,1,0,39,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,105.65,4284.8,3.52
8118-lsuel,Sí,male,1,0,0,23,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,106.4,2483.5,3.55
8118-tjafg,No,male,0,1,1,9,1,0,fiber optic,0,1,0,1,1,1,month-to-month,1,electronic check,101.5,906.85,3.38
8120-jdcam,No,male,0,1,1,4,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,69.55,284.9,2.32
8123-qbnaz,No,female,0,1,1,36,1,1,fiber optic,1,0,1,0,1,1,month-to-month,1,credit card automatic,104.5,3684.95,3.48
8124-nzvgj,No,female,0,0,0,6,0,0,dsl,0,0,0,1,1,1,one year,1,mailed check,49.25,255.6,1.64
8125-qpfjd,No,female,0,1,0,72,1,1,dsl,1,0,1,1,1,1,two year,1,bank transfer automatic,84.9,6065.3,2.83
8128-yvjrg,Sí,female,0,0,0,7,1,1,fiber optic,1,0,0,0,0,0,month-to-month,1,mailed check,79.65,604.7,2.66
8129-gmvgi,No,female,0,1,1,56,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.05,1090.1,0.67
8132-ypvbx,No,female,0,0,0,6,1,0,fiber optic,0,1,0,0,0,1,month-to-month,1,mailed check,85.95,514.6,2.86
8133-anhhj,No,female,1,0,0,49,1,1,fiber optic,1,1,1,1,0,1,one year,0,bank transfer automatic,103.0,5166.2,3.43
8138-ealnd,No,male,0,0,0,15,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.75,311.6,0.66
8143-etqti,No,female,0,1,1,23,1,0,no,0,0,0,0,0,0,two year,1,mailed check,19.65,451.55,0.65
8144-dghxp,No,female,0,0,0,54,1,0,dsl,1,0,1,1,1,1,two year,0,electronic check,80.6,4299.95,2.69
8146-qqkzh,No,female,0,1,0,71,1,0,dsl,1,0,1,1,1,1,two year,0,bank transfer automatic,81.85,5924.4,2.73
8148-bplzq,No,male,0,0,0,34,1,0,dsl,0,1,0,0,0,0,month-to-month,1,electronic check,49.8,1734.2,1.66
8148-nlegt,No,female,0,1,1,42,1,1,no,0,0,0,0,0,0,two year,0,electronic check,22.95,1014.25,0.76
8148-wocmk,No,male,0,1,1,8,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,19.6,125.0,0.65
8149-aiqcg,No,male,0,0,0,39,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,credit card automatic,73.15,2730.85,2.44
8149-rsoun,Sí,female,0,0,0,1,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,93.85,93.85,3.13
8150-qudfx,No,male,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.85,51.6,0.66
8152-uobny,No,female,1,0,0,50,1,1,fiber optic,0,1,0,1,1,1,one year,1,electronic check,106.8,5347.95,3.56
8152-vetur,No,female,0,1,0,72,1,1,fiber optic,0,1,0,0,1,1,two year,1,credit card automatic,97.7,6869.7,3.26
8155-ibnhg,Sí,female,0,1,0,24,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,credit card automatic,75.4,1747.85,2.51
8158-wpezg,No,male,0,0,0,11,0,0,dsl,0,1,0,1,0,0,month-to-month,1,electronic check,35.65,425.1,1.19
8160-howox,No,female,0,0,0,7,1,0,dsl,0,0,0,0,1,1,month-to-month,1,electronic check,66.85,458.1,2.23
8161-qymtt,No,male,0,0,0,7,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,94.1,701.3,3.14
8164-ockuj,No,female,0,1,1,59,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.6,1286.0,0.69
8165-cbkxo,No,male,0,1,1,66,0,0,dsl,0,1,1,0,1,1,two year,1,credit card automatic,56.75,3708.4,1.89
8165-zjrnm,No,female,0,1,1,72,1,1,no,0,0,0,0,0,0,two year,0,bank transfer automatic,23.75,1679.25,0.79
8166-orchu,No,male,1,1,0,33,1,0,fiber optic,1,1,0,1,0,1,one year,1,electronic check,93.55,3055.5,3.12
8166-zztfs,Sí,female,1,1,0,66,1,1,dsl,0,1,1,0,1,1,two year,1,bank transfer automatic,80.55,5265.1,2.68
8167-gjlrn,No,male,0,0,0,3,0,0,dsl,0,0,0,1,0,0,month-to-month,0,electronic check,30.4,82.15,1.01
8168-uqwwf,Sí,female,0,0,0,11,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,bank transfer automatic,97.85,1105.4,3.26
8169-saejd,No,male,1,1,0,69,0,0,dsl,1,1,0,0,1,1,two year,0,credit card automatic,56.55,3952.65,1.88
8173-rxayp,No,female,0,1,1,24,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.7,452.55,0.66
8174-lnwmw,No,female,0,0,0,31,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,20.9,689.35,0.7
8174-tbvcf,No,female,0,1,0,70,1,1,dsl,1,1,1,1,1,1,two year,1,credit card automatic,94.8,6859.05,3.16
8178-eyzuo,Sí,male,0,0,0,46,1,1,fiber optic,1,1,0,0,0,1,month-to-month,1,electronic check,93.7,4154.8,3.12
8180-akmjv,No,female,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,credit card automatic,44.55,44.55,1.48
8181-yhcmf,No,female,0,1,1,68,0,0,dsl,0,1,1,1,1,1,two year,0,credit card automatic,60.3,4109.0,2.01
8182-bjdsi,Sí,female,0,0,0,28,1,1,fiber optic,0,1,0,0,0,1,month-to-month,1,electronic check,89.95,2625.55,3.0
8182-pnagi,Sí,male,0,0,0,12,1,0,dsl,0,0,0,1,0,0,month-to-month,0,bank transfer automatic,50.25,593.75,1.68
8183-onmxc,Sí,female,0,0,0,2,1,0,fiber optic,0,0,0,0,0,1,month-to-month,0,electronic check,80.75,159.45,2.69
8184-wmofi,No,male,0,1,1,62,1,0,dsl,1,0,1,1,0,1,one year,0,credit card automatic,71.4,4487.3,2.38
8185-upybr,Sí,male,0,1,0,6,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,75.5,438.0,2.52
8189-dukmv,No,female,0,1,0,4,1,0,no,0,0,0,0,0,0,one year,0,bank transfer automatic,20.5,79.05,0.68
8189-hbvrw,No,female,0,0,0,53,1,1,fiber optic,1,1,1,0,0,0,month-to-month,0,electronic check,90.8,4921.2,3.03
8189-xrike,No,female,1,0,0,32,1,0,fiber optic,0,0,0,0,1,1,month-to-month,0,electronic check,90.95,2897.95,3.03
8190-ztqfb,No,male,0,0,0,41,0,0,dsl,0,0,1,0,1,1,one year,1,electronic check,51.35,2075.1,1.71
8191-xwszg,No,female,0,0,0,52,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.65,1022.95,0.69
8194-peeby,No,female,0,1,1,24,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.9,533.5,0.66
8197-bfwvu,No,female,0,1,1,72,1,1,dsl,1,1,1,1,1,1,two year,1,bank transfer automatic,93.25,6688.95,3.11
8198-rkszg,No,female,0,1,1,14,1,1,dsl,0,1,0,1,1,1,month-to-month,0,credit card automatic,80.45,1137.05,2.68
8199-zllsa,Sí,male,0,0,0,67,1,1,fiber optic,1,1,1,1,1,1,one year,1,bank transfer automatic,118.35,7804.15,3.94
8200-klnyw,No,female,0,1,0,21,1,0,dsl,1,0,1,1,1,1,one year,0,mailed check,80.9,1714.95,2.7
8200-lgksr,No,male,0,1,0,71,1,1,dsl,1,0,1,1,1,1,two year,0,electronic check,83.2,6126.1,2.77
8201-aaxcb,No,male,0,1,1,25,1,1,dsl,0,0,0,0,1,0,month-to-month,0,electronic check,60.35,1404.65,2.01
8203-xjzrc,No,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.25,20.25,0.68
8204-tifgj,No,female,0,0,0,23,1,0,no,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,20.3,470.6,0.68
8204-yjcla,No,male,1,1,1,72,0,0,dsl,1,1,1,1,1,1,two year,1,bank transfer automatic,64.8,4732.35,2.16
8205-mqugy,No,male,0,1,1,12,1,0,dsl,1,0,0,0,0,0,month-to-month,1,electronic check,49.2,571.15,1.64
8205-otchb,Sí,male,0,0,0,22,0,0,dsl,0,1,1,0,0,1,one year,1,bank transfer automatic,43.75,903.6,1.46
8205-vslrb,No,male,0,1,0,70,1,1,dsl,1,0,1,1,0,1,two year,0,credit card automatic,77.3,5498.2,2.58
8207-dmrvl,No,male,0,1,1,72,1,1,fiber optic,1,1,1,1,1,1,two year,0,bank transfer automatic,114.55,8306.05,3.82
